index,title,release_date,vote_average
5821,Before I Wake,2016-04-07,6.49
5822,Confessions of a Shopaholic,2009-02-05,6.5
5823,A Guide to Recognizing Your Saints,2006-09-29,6.5
5824,A Man in a Hurry,2018-11-07,6.5
5825,The Lego Ninjago Movie,2017-09-21,6.5
5826,StreetDance 3D,2010-05-19,6.5
5827,The Last House on the Left,2009-03-13,6.489
5828,Gremlins 2: The New Batch,1990-06-15,6.49
5829,Operation Fortune: Ruse de Guerre,2023-01-04,6.488
5830,Cobweb,2023-07-19,6.485
5831,The Grifters,1990-08-08,6.488
5832,Horton Hears a Who!,2008-03-03,6.488
5833,The Santa Clause,1994-11-11,6.488
5834,Reservation Road,2007-09-13,6.5
5835,Sleeping with the Enemy,1991-01-13,6.488
5836,Shoot 'Em Up,2007-07-26,6.488
5837,The Beach,2000-02-03,6.488
5838,Host,2020-12-04,6.487
5839,When Mom Is Away,2019-02-07,6.487
5840,The Lost Daughter,2021-12-15,6.487
5841,The Salvation,2014-05-22,6.5
5842,Dragon Ball Z: Lord Slug,1991-03-19,6.486
5843,Wedding Crashers,2005-07-13,6.486
5844,Big Daddy,1999-06-25,6.487
5845,Smokin' Aces,2006-12-09,6.486
5846,Elevation,2024-11-07,6.49
5847,Let's Dance,2019-03-27,6.485
5848,Safe,2012-04-16,6.485
5849,The Hangover Part II,2011-05-25,6.485
5850,Swimming Pool,2003-05-21,6.5
5851,Shazam! Fury of the Gods,2023-03-15,6.484
5852,Mortal,2020-02-28,6.5
5853,Fear,1996-04-12,6.484
5854,Forever Young,1992-12-16,6.5
5855,Armageddon Time,2022-10-28,6.5
5856,Colors,1988-04-15,6.5
5857,The Blackout,2019-11-21,6.482
5858,Hey Arnold! The Movie,2002-06-28,6.5
5859,We Have a Ghost,2023-02-24,6.481
5860,Return,2020-01-28,6.481
5861,Snake Eyes: G.I. Joe Origins,2021-07-22,6.481
5862,God Willing,2015-04-09,6.5
5863,Young & Beautiful,2013-08-21,6.481
5864,Dobermann,1997-06-18,6.481
5865,Assassins,1995-10-06,6.5
5866,Bride of Re-Animator,1990-09-01,6.5
5867,Critters,1986-04-11,6.48
5868,Super Dark Times,2017-09-29,6.479
5869,Genius,2016-06-10,6.479
5870,Bride & Prejudice,2004-02-11,6.479
5871,Fifty Shades Darker,2017-02-08,6.478
5872,Quartet,2012-12-26,6.5
5873,Safe House,2012-02-08,6.478
5874,Role Models,2008-11-07,6.478
5875,Toy Soldiers,1991-04-24,6.478
5876,Air Force One,1997-07-25,6.478
5877,Before I Go to Sleep,2014-09-03,6.477
5878,Return to Never Land,2002-02-14,6.477
5879,Eagle Eye,2008-09-25,6.477
5880,Instinct,1999-06-04,6.477
5881,The Village,2004-07-30,6.5
5882,Rush Hour 3,2007-08-08,6.477
5883,A Royal Night Out,2015-05-14,6.5
5884,Mr. Holmes,2015-06-19,6.476
5885,Naked Gun 33⅓: The Final Insult,1994-03-18,6.476
5886,She's Out of My League,2010-03-11,6.476
5887,Stir Crazy,1980-12-12,6.476
5888,Paris,2008-02-20,6.476
5889,Watcher,2022-06-03,6.472
5890,All the Money in the World,2017-12-21,6.475
5891,Close Range,2015-11-19,6.5
5892,These Final Hours,2014-07-31,6.475
5893,The Prophecy,1995-08-05,6.475
5894,In & Out,1997-09-10,6.5
5895,The Perfect Storm,2000-06-29,6.475
5896,Star Trek: The Motion Picture,1979-12-07,6.475
5897,New Order,2020-10-22,6.5
5898,Hustlers,2019-09-12,6.474
5899,Like a Cat on a Highway,2017-12-28,6.5
5900,Hell House LLC,2015-10-16,6.474
5901,Spectral,2016-12-09,6.474
5902,Just One of the Guys,1985-04-26,6.474
5903,Green Zone,2010-03-11,6.474
5904,The Mystery of Henri Pick,2019-03-06,6.5
5905,Mowgli: Legend of the Jungle,2018-11-25,6.473
5906,A Most Wanted Man,2014-07-25,6.473
5907,Nacho Libre,2006-06-16,6.473
5908,The Ninth Gate,1999-08-25,6.473
5909,Alibi.com,2017-02-15,6.472
5910,Anna,2013-10-13,6.5
5911,Stalingrad,2013-10-09,6.471
5912,The Manchurian Candidate,2004-07-30,6.472
5913,Super Fuzz,1980-09-18,6.5
5914,The Christmas Chronicles: Part Two,2020-11-18,6.471
5915,Deerskin,2019-06-19,6.471
5916,"Men, Women & Children",2014-10-17,6.471
5917,Middle Men,2009-05-17,6.471
5918,The Adventures of Ichabod and Mr. Toad,1949-10-05,6.47
5919,The Secret of My Success,1987-04-10,6.5
5920,Secret Headquarters,2022-08-12,6.47
5921,Calibre,2018-06-22,6.5
5922,The Man Who Knew Too Much,1934-12-01,6.5
5923,L.A. Story,1991-02-08,6.5
5924,Haunted Mansion,2023-07-26,6.469
5925,Da 5 Bloods,2020-06-12,6.469
5926,Them Who?,2015-11-19,6.469
5927,Oculus,2013-09-08,6.469
5928,Hardball,2001-09-14,6.5
5929,Psycho II,1983-06-03,6.5
5930,Last Action Hero,1993-06-18,6.469
5931,Asteroid City,2023-06-08,6.468
5932,Revenge,2018-02-07,6.468
5933,The Wedding Ringer,2015-01-16,6.5
5934,White House Down,2013-06-27,6.468
5935,Little Giants,1994-10-14,6.5
5936,The Rocketeer,1991-06-21,6.468
5937,G.I. Jane,1997-08-19,6.5
5938,Offering to the Storm,2020-07-24,6.467
5939,Imperium,2016-08-19,6.467
5940,Fair Game,2010-05-20,6.467
5941,The Disappearance of Alice Creed,2009-09-12,6.5
5942,The Idiots,1998-04-28,6.466
5943,Sydney White,2007-09-21,6.5
5944,Summer of Sam,1999-06-28,6.5
5945,Big Nothing,2006-12-01,6.5
5946,The Man Who Fell to Earth,1976-03-18,6.5
5947,Back in Action,2025-01-15,6.467
5948,Ice Age: A Mammoth Christmas,2011-11-24,6.464
5949,What's Your Number?,2011-09-30,6.5
5950,Pontypool,2009-03-06,6.463
5951,Mad Money,2008-01-17,6.5
5952,Tango & Cash,1989-12-22,6.464
5953,Lift,2024-01-12,6.463
5954,Time Is Up,2021-09-09,6.5
5955,The Meyerowitz Stories (New and Selected),2017-10-13,6.463
5956,Mr. Right,2016-02-29,6.463
5957,Chennai Express,2013-08-08,6.5
5958,Mac & Devin Go to High School,2012-07-03,6.5
5959,Warm Bodies,2013-01-31,6.5
5960,Revenge of the Nerds,1984-07-20,6.5
5961,Pokémon 4Ever,2001-07-06,6.463
5962,Despicable Me 3,2017-06-15,6.462
5963,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,6.462
5964,Jeepers Creepers,2001-07-01,6.5
5965,The Magnificent Seven,2016-09-14,6.461
5966,Grandma,2015-06-04,6.5
5967,Fantozzi Still Suffers,1983-12-22,6.5
5968,Mindhunters,2004-05-07,6.5
5969,Robots,2005-03-10,6.5
5970,Private Parts,1997-03-07,6.5
5971,Olaf's Frozen Adventure,2017-10-27,6.5
5972,A Futile and Stupid Gesture,2018-01-24,6.46
5973,Lucy,2014-07-25,6.46
5974,Macbeth,2015-09-22,6.5
5975,Let's Be Cops,2014-08-13,6.5
5976,My Bloody Valentine,1981-02-11,6.46
5977,The Runaways,2010-03-19,6.5
5978,The Ramen Girl,2008-02-08,6.5
5979,Freeway,1996-08-23,6.5
5980,Behind the Mask: The Rise of Leslie Vernon,2006-08-29,6.46
5981,Police Story 4: First Strike,1996-02-10,6.5
5982,Never Back Down 2: The Beatdown,2011-09-13,6.5
5983,A Civil Action,1998-12-25,6.459
5984,Dry,2022-09-29,6.5
5985,Café Society,2016-05-11,6.458
5986,Scream 4,2011-04-13,6.458
5987,Flightplan,2005-09-22,6.5
5988,8MM,1999-02-26,6.457
5989,Judgment Night,1993-10-15,6.458
5990,Spell,2020-10-30,6.5
5991,Attack the Block,2011-05-12,6.457
5992,Grumpier Old Men,1995-12-22,6.457
5993,The Perfection,2018-09-20,6.456
5994,Jackie,2016-12-02,6.5
5995,Ella Enchanted,2004-04-09,6.456
5996,Fools Rush In,1997-02-14,6.456
5997,Bean,1997-07-03,6.457
5998,Return of the Tooth Fairy,2020-06-15,6.455
5999,Rampage,2018-04-11,6.455
6000,Joe Kidd,1972-07-19,6.5
6001,Father of the Bride,1991-12-20,6.5
6002,The Rundown,2003-09-26,6.455
6003,Things to Do in Denver When You're Dead,1995-12-01,6.5
6004,The Kill Team,2019-10-17,6.454
6005,Paulette,2012-10-04,6.5
6006,The Uninvited,2009-01-30,6.454
6007,French Kiss,1995-05-05,6.454
6008,Your Sister's Sister,2011-09-11,6.5
6009,Made of Honor,2008-04-30,6.5
6010,Pee-wee's Big Adventure,1985-07-26,6.453
6011,The Gift,2000-03-16,6.453
6012,The Killer's Game,2024-09-12,6.5
6013,Bring It On: In It to Win It,2007-10-29,6.451
6014,For Love of the Game,1999-09-17,6.5
6015,Casanova,2005-12-25,6.5
6016,The Great Outdoors,1988-06-17,6.451
6017,Freelance,2023-10-05,6.45
6018,Ticket to Paradise,2022-09-08,6.451
6019,Meg 2: The Trench,2023-08-02,6.5
6020,Mayhem,2017-11-10,6.45
6021,Ghost Stories,2018-01-20,6.45
6022,Love,2015-07-15,6.45
6023,Twilight Zone: The Movie,1983-06-24,6.45
6024,The Indian in the Cupboard,1995-07-14,6.45
6025,Surf's Up,2007-06-08,6.5
6026,The Whole Nine Yards,2000-02-18,6.452
6027,A California Christmas,2020-12-14,6.45
6028,The Silencing,2020-07-18,6.4
6029,The Perfect Date,2019-04-12,6.449
6030,The Boss Baby,2017-03-23,6.45
6031,Blue Lagoon: The Awakening,2012-06-16,6.446
6032,Everyone Says I Love You,1996-12-06,6.4
6033,What Women Want,2000-12-15,6.449
6034,Spree,2020-08-14,6.448
6035,Project Power,2020-08-14,6.448
6036,DJ Cinderella,2019-02-28,6.4
6037,Louder Than Bombs,2015-10-01,6.448
6038,The Night Before the Exams,2006-02-17,6.4
6039,The Barbie Diaries,2006-05-17,6.448
6040,Next Friday,2000-01-12,6.448
6041,City Slickers,1991-06-07,6.4
6042,Maniac,1980-05-10,6.4
6043,Easy Virtue,2008-11-07,6.4
6044,Nick and Norah's Infinite Playlist,2008-10-03,6.447
6045,One Fine Day,1996-12-20,6.447
6046,Headshot,2016-09-24,6.446
6047,Dead Silence,2007-03-16,6.446
6048,Saved!,2004-06-11,6.446
6049,The Aftermath,2019-03-01,6.445
6050,It Boy,2013-03-06,6.445
6051,Marvel One-Shot: Item 47,2012-08-29,6.4
6052,Phenomenon,1996-07-05,6.445
6053,Some Like It Rare,2021-09-10,6.444
6054,Guns Akimbo,2020-02-27,6.443
6055,Return,2015-11-28,6.444
6056,The Love Witch,2016-11-11,6.444
6057,Liberal Arts,2012-09-14,6.444
6058,The Under-Gifted,1980-04-30,6.444
6059,Hard Target,1993-04-27,6.444
6060,Unhinged,2020-07-16,6.4
6061,Halloween Kills,2021-10-14,6.443
6062,Aquamarine,2006-03-03,6.4
6063,Music and Lyrics,2007-02-09,6.443
6064,Outlander,2008-04-24,6.4
6065,Curious George,2006-02-10,6.443
6066,The Personal History of David Copperfield,2019-11-07,6.442
6067,BLAME!,2017-05-20,6.4
6068,Life,2017-03-22,6.442
6069,The Party 2,1982-12-08,6.442
6070,Lamb,2021-08-12,6.4
6071,Operation Christmas Drop,2020-11-05,6.441
6072,The Girl on the Train,2016-10-05,6.441
6073,Girlhood,2014-10-22,6.4
6074,9 Month Stretch,2013-09-07,6.4
6075,The Mortal Instruments: City of Bones,2013-08-21,6.441
6076,Devil in a Blue Dress,1995-09-29,6.4
6077,Harsh Times,2005-09-11,6.441
6078,Borat Subsequent Moviefilm,2020-10-23,6.44
6079,Ted,2012-06-29,6.441
6080,Drag Me to Hell,2009-05-27,6.44
6081,Outland,1981-05-22,6.44
6082,King of California,2007-01-24,6.44
6083,The Man with the Golden Gun,1974-12-14,6.44
6084,The Crime Is Mine,2023-02-24,6.4
6085,The Room,2019-09-12,6.439
6086,Best of the Best,1989-11-10,6.4
6087,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,6.439
6088,Luther,2003-10-29,6.435
6089,16 Blocks,2006-03-01,6.4
6090,Star Trek: Insurrection,1998-12-11,6.439
6091,Fido,2006-09-07,6.4
6092,Single All the Way,2021-12-02,6.437
6093,Six Degrees of Separation,1993-12-08,6.4
6094,The Watchers,2024-06-06,6.4
6095,Last Seen Alive,2022-05-12,6.436
6096,The War with Grandpa,2020-08-27,6.4
6097,You Are So Not Invited to My Bat Mitzvah,2023-08-18,6.435
6098,Salmon Fishing in the Yemen,2012-03-09,6.435
6099,Dragon Ball Z: The Return of Cooler,1992-03-07,6.439
6100,Stitch! The Movie,2003-09-10,6.4
6101,"My Donkey, My Lover & I",2020-09-16,6.432
6102,The Old Man & the Gun,2018-09-27,6.4
6103,The Hills Have Eyes,2006-03-10,6.434
6104,Arachnophobia,1990-07-20,6.4
6105,Spider-Man 3,2007-05-01,6.434
6106,Suck Me Shakespeer 2,2015-09-10,6.433
6107,Money Monster,2016-05-12,6.433
6108,Just Before I Go,2015-04-24,6.44
6109,Dracula Untold,2014-10-01,6.433
6110,Dragon Ball: Yo! Son Goku and His Friends Return!!,2008-09-21,6.438
6111,Ladder 49,2004-10-01,6.432
6112,Gone in Sixty Seconds,2000-06-09,6.433
6113,The Three Musketeers: Milady,2023-12-13,6.431
6114,Eurovision Song Contest: The Story of Fire Saga,2020-06-26,6.432
6115,Sniper: Ultimate Kill,2017-10-03,6.4
6116,New Nightmare,1994-10-13,6.432
6117,I Love You Phillip Morris,2010-02-04,6.432
6118,Small Time Crooks,2000-05-19,6.431
6119,Beyond Borders,2003-10-23,6.431
6120,What Lies Beneath,2000-07-21,6.431
6121,Over the Top,1987-02-13,6.431
6122,32 Malasana Street,2020-01-17,6.4
6123,Death on the Nile,2022-02-09,6.43
6124,Blind Date,2015-05-06,6.43
6125,Monster Hunt,2015-07-16,6.4
6126,The Invitation,2016-04-08,6.43
6127,High Anxiety,1977-12-25,6.43
6128,Skins,2017-06-09,6.429
6129,Atomic Blonde,2017-07-26,6.429
6130,Wild Target,2010-06-17,6.429
6131,Darkman,1990-08-24,6.429
6132,Fame,1980-05-16,6.429
6133,Cloudy with a Chance of Meatballs 2,2013-09-26,6.428
6134,Man on a Ledge,2012-01-13,6.428
6135,27 Dresses,2008-01-10,6.428
6136,A Cinderella Story: Christmas Wish,2019-10-15,6.427
6137,The Guilty,2021-09-24,6.427
6138,Triple Threat,2019-03-19,6.427
6139,Thoroughbreds,2018-03-09,6.4
6140,The Other Woman,2014-04-16,6.427
6141,Till Luck Do Us Part,2012-10-05,6.4
6142,Class of 1984,1982-08-20,6.4
6143,Asterix the Gaul,1967-12-20,6.428
6144,Hope Floats,1998-05-29,6.4
6145,Woman of the Hour,2024-10-03,6.426
6146,The Last Mercenary,2021-07-30,6.4
6147,Murder Mystery 2,2023-03-28,6.426
6148,Last Knights,2015-04-03,6.426
6149,Bobby,2006-09-05,6.4
6150,Ju-on: The Grudge 2,2003-08-15,6.4
6151,The River Wild,1994-09-30,6.4
6152,30 Days of Night,2007-10-17,6.426
6153,Wolf Creek 2,2013-08-30,6.425
6154,Brokedown Palace,1999-08-13,6.425
6155,Damien - Omen II,1978-06-09,6.425
6156,Jay and Silent Bob Strike Back,2001-08-22,6.425
6157,A Mighty Heart,2007-06-22,6.4
6158,Next Goal Wins,2023-11-16,6.424
6159,Light of My Life,2019-08-09,6.424
6160,Annihilation,2018-02-22,6.424
6161,Happy Family,2010-03-26,6.424
6162,MirrorMask,2005-01-25,6.424
6163,His House,2020-01-27,6.423
6164,THX 1138,1971-03-11,6.423
6165,The Lady in the Van,2015-10-30,6.422
6166,Think Like a Man Too,2014-06-20,6.422
6167,City of the Living Dead,1980-08-11,6.4
6168,Night Teeth,2021-10-20,6.421
6169,Don't Think Twice,2016-07-22,6.421
6170,Run All Night,2015-03-11,6.421
6171,Need for Speed,2014-03-12,6.4
6172,I Do,2006-11-01,6.421
6173,Seraphim Falls,2007-01-26,6.421
6174,Shanghai Noon,2000-05-26,6.421
6175,D.E.B.S.,2004-03-25,6.421
6176,Reality,2023-06-02,6.421
6177,The Marsh King's Daughter,2023-09-28,6.4
6178,Thor: Love and Thunder,2022-07-06,6.42
6179,Terminator: Dark Fate,2019-10-23,6.42
6180,The Second Best Exotic Marigold Hotel,2015-02-26,6.4
6181,Afflicted,2014-04-04,6.42
6182,Celeste & Jesse Forever,2012-08-03,6.4
6183,Airport,1970-03-25,6.4
6184,Zathura: A Space Adventure,2005-11-06,6.42
6185,Syriana,2005-11-23,6.42
6186,The Clovehitch Killer,2018-11-16,6.4
6187,Return,2011-02-10,6.419
6188,The Wolverine,2013-07-21,6.4
6189,Thunderbolt,1995-09-08,6.4
6190,Miami Supercops,1985-12-11,6.4
6191,Revenge of the Pink Panther,1978-01-08,6.4
6192,The Loft,2014-10-14,6.42
6193,Kronk's New Groove,2005-12-05,6.4
6194,The Closet,2001-01-17,6.418
6195,The Assassin,2015-08-27,6.4
6196,The Translators,2019-12-20,6.4
6197,Batman,1966-07-30,6.416
6198,Ingrid Goes West,2017-08-11,6.4
6199,Tale of Tales,2015-05-14,6.4
6200,Central Intelligence,2016-06-16,6.415
6201,Self/less,2015-07-10,6.415
6202,Rendition,2007-09-07,6.415
6203,Jackpot!,2024-08-13,6.4
6204,Wolf Man,2025-01-15,6.4
6205,The Man from Toronto,2022-12-23,6.414
6206,Two Night Stand,2014-09-26,6.414
6207,Chalet Girl,2011-02-02,6.414
6208,Room in Rome,2010-05-07,6.414
6209,Total Eclipse,1995-11-03,6.414
6210,Ong Bak 2,2008-12-04,6.414
6211,Wonder Woman 1984,2020-12-16,6.413
6212,Charlie's Angels,2019-11-14,6.413
6213,Ginger Snaps 2: Unleashed,2004-01-30,6.4
6214,Crocodile Dundee,1986-09-26,6.413
6215,Hellbound: Hellraiser II,1988-12-23,6.413
6216,Do Revenge,2022-09-14,6.4
6217,Salt,2010-07-21,6.412
6218,Ocean Waves,1994-10-07,6.412
6219,Alice,1990-12-25,6.4
6220,The 40 Year Old Virgin,2005-08-11,6.412
6221,Lamborghini: The Man Behind the Legend,2022-11-17,6.411
6222,American Assassin,2017-09-14,6.411
6223,The Number 23,2007-02-23,6.411
6224,Mars Attacks!,1996-12-13,6.411
6225,The Chalk Line,2022-09-09,6.41
6226,Mr. Harrigan's Phone,2022-10-05,6.41
6227,Solace,2015-09-03,6.41
6228,Minions,2015-06-17,6.4
6229,An Extremely Goofy Movie,2000-02-29,6.41
6230,The Black Cauldron,1985-07-24,6.41
6231,The Little Mermaid II: Return to the Sea,2000-01-23,6.41
6232,Mary Shelley's Frankenstein,1994-11-04,6.41
6233,Last Vegas,2013-10-31,6.409
6234,Buzz Lightyear of Star Command: The Adventure Begins,2000-08-08,6.409
6235,Ice Princess,2005-03-17,6.4
6236,Shall We Dance?,2004-10-15,6.409
6237,Darkland: The Return,2023-04-13,6.408
6238,Cargo,2017-10-06,6.408
6239,Thumbelina,1994-03-30,6.408
6240,Dolls,1986-10-27,6.4
6241,Roxanne,1987-06-19,6.408
6242,Crash,1996-07-17,6.408
6243,Dragon Blade,2015-02-19,6.4
6244,Bridget Jones's Baby,2016-09-14,6.407
6245,X-Men: The Last Stand,2006-05-24,6.406
6246,Millions,2004-04-29,6.4
6247,The Sleepover,2020-08-21,6.4
6248,My Blueberry Nights,2007-11-28,6.406
6249,"Love, Guaranteed",2020-09-02,6.405
6250,Coma,2020-01-01,6.405
6251,Charlie Countryman,2013-02-09,6.407
6252,Behind Enemy Lines,2001-11-30,6.406
6253,Licence to Kill,1989-06-13,6.405
6254,The Housemaid,2010-05-13,6.404
6255,Butterfly on a Wheel,2007-07-27,6.407
6256,After Yang,2022-03-04,6.4
6257,Late Night,2019-01-25,6.403
6258,Flypaper,2011-08-19,6.4
6259,Starter for 10,2006-09-13,6.403
6260,Sweet Home Alabama,2002-09-26,6.403
6261,He Was a Quiet Man,2007-11-23,6.4
6262,Saw III,2006-10-26,6.403
6263,Annabelle Comes Home,2019-06-26,6.402
6264,The Lost City of Z,2017-03-15,6.402
6265,Olympus Has Fallen,2013-03-20,6.402
6266,Scooby-Doo! The Mystery Begins,2009-09-13,6.402
6267,Accepted,2006-08-18,6.401
6268,Visitor Q,2001-03-17,6.4
6269,The General's Daughter,1999-06-18,6.401
6270,"Hello, My Name Is Doris",2015-11-27,6.4
6271,Goon,2012-01-06,6.4
6272,Life-Size,2000-03-05,6.4
6273,Dead Again,1991-08-23,6.399
6274,Major Payne,1995-03-24,6.4
6275,Drop Dead Gorgeous,1999-07-23,6.402
6276,Silent Running,1972-03-09,6.4
6277,Can You Keep a Secret?,2019-09-13,6.399
6278,Kick-Ass 2,2013-07-17,6.399
6279,The A-Team,2010-06-09,6.399
6280,D.A.R.Y.L.,1985-06-14,6.399
6281,Singles,1992-09-18,6.4
6282,Soldier,1998-10-23,6.4
6283,Friday the 13th,1980-05-09,6.4
6284,Ferrari,2023-12-14,6.398
6285,Anonymous,2011-10-21,6.4
6286,Dirty Dancing: Havana Nights,2004-02-27,6.398
6287,Vantage Point,2008-02-01,6.398
6288,The Talent of the Hornet,2020-11-18,6.397
6289,The Boogeyman,2023-05-31,6.397
6290,The Spy Who Dumped Me,2018-08-02,6.4
6291,A Little Bit of Heaven,2011-02-03,6.4
6292,Curly Sue,1991-10-25,6.397
6293,War,2007-08-24,6.4
6294,TransSiberian,2008-01-18,6.397
6295,Black Box,2020-10-06,6.397
6296,The Knight Before Christmas,2019-11-21,6.396
6297,Come Play,2020-10-28,6.396
6298,A Christmas Prince: The Royal Wedding,2018-11-30,6.396
6299,The 33,2015-08-06,6.4
6300,Defendor,2009-09-12,6.4
6301,The Three Musketeers,1993-11-11,6.396
6302,Leave the World Behind,2023-11-22,6.395
6303,Baggio: The Divine Ponytail,2021-05-26,6.4
6304,Baba Yaga: Terror of the Dark Forest,2020-02-27,6.395
6305,Adventureland,2009-04-03,6.395
6306,The Sheriff and the Satellite Kid,1979-08-10,6.4
6307,Porky's,1981-11-13,6.4
6308,Diamonds Are Forever,1971-12-14,6.395
6309,Shaft,1971-06-25,6.395
6310,The Killer,2024-08-22,6.394
6311,The 9th Life of Louis Drax,2016-09-01,6.4
6312,The Final Girls,2015-10-09,6.394
6313,EVA,2011-10-06,6.4
6314,Hot Rod,2007-08-03,6.4
6315,"Someone, Somewhere",2019-09-11,6.4
6316,Hardcore Henry,2015-09-12,6.393
6317,Shivers,1975-05-16,6.4
6318,Robin Hood,2010-05-12,6.393
6319,The Discord,1978-03-16,6.4
6320,Space Cowboys,2000-08-04,6.392
6321,Gerald's Game,2017-09-29,6.392
6322,Cheap Thrills,2013-03-08,6.4
6323,Camp Rock,2008-06-20,6.4
6324,Arthur and the Invisibles,2006-12-13,6.392
6325,8-Bit Christmas,2021-11-24,6.391
6326,The Congress,2013-07-03,6.4
6327,Sin City: A Dame to Kill For,2014-08-20,6.391
6328,Family Switch,2023-11-30,6.39
6329,District 13: Ultimatum,2009-02-18,6.4
6330,Weekend at Bernie's,1989-07-05,6.39
6331,Monsters of Man,2020-11-19,6.4
6332,Wonder Wheel,2017-12-01,6.4
6333,Bad Words,2013-09-06,6.389
6334,Grown Ups,2010-06-24,6.389
6335,Miller's Girl,2024-01-18,6.388
6336,Return,2020-06-10,6.388
6337,A Midsummer Night's Dream,1999-05-20,6.388
6338,Austenland,2013-08-15,6.4
6339,Prizzi's Honor,1985-06-14,6.4
6340,The Matrix Resurrections,2021-12-16,6.386
6341,Mainstream,2021-05-07,6.386
6342,The Experiment,2010-07-15,6.4
6343,Game of Death,1978-03-23,6.4
6344,Coming 2 America,2021-03-04,6.385
6345,I Feel Pretty,2018-04-19,6.385
6346,Why Him?,2016-12-22,6.4
6347,La Llorona,2019-07-25,6.4
6348,Jump In!,2007-01-12,6.4
6349,Gorgeous,1999-02-12,6.384
6350,Hart's War,2002-02-15,6.385
6351,The Postcard Killings,2020-03-13,6.383
6352,Great Expectations,2012-11-30,6.382
6353,Warcraft,2016-05-25,6.382
6354,The Occupant,2020-03-25,6.382
6355,Someone Great,2019-04-19,6.382
6356,Knock,2017-10-18,6.382
6357,The Purge: Election Year,2016-06-29,6.382
6358,The Pagemaster,1994-11-23,6.4
6359,The Serpent and the Rainbow,1988-02-05,6.4
6360,No Sudden Move,2021-06-24,6.381
6361,Kingdoms,2018-08-02,6.381
6362,Ice Age: Continental Drift,2012-06-27,6.381
6363,The Beaver,2011-05-05,6.4
